tt0059900,tt0081721,1.0
tt0059900,tt0084551,1.0
tt0064994,tt0090665,1.0
tt0065188,tt0081436,1.0
tt0073481,tt0084015,1.0
tt0073481,tt0090008,1.0
tt0080217,tt0089749,1.0
tt0081008,tt0089043,1.0
tt0081145,tt0088283,1.0
tt0081145,tt0090665,1.0
tt0084015,tt0090008,1.0
tt0084551,tt0090665,1.0
tt0088655,tt0088656,1.0
tt0088655,tt0088657,1.0
tt0088656,tt0088657,1.0
tt0089749,tt0090665,1.0
