" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0030404","nm0421165","Making Fashion","Making Fashion","1938","Documentary,Short"
"tt0030444","nm0882190","Mi candidato","Mi candidato","1938","Comedy,Drama"
"tt0030462","nm0090414","O Mosteiro da Batalha","O Mosteiro da Batalha","1938","Documentary,Short"
"tt0030488","nm0777793","Das Mädchen mit dem guten Ruf","Das Mädchen mit dem guten Ruf","1938",NULL
"tt0030510","nm0762036","Norge - et dikt i billeder","Norge - et dikt i billeder","1938","Documentary"
"tt0030546","nm0829038","To the Victor","Owd Bob","1938","Comedy,Drama,Family"
"tt0030550","nm0792450","Pals of the Saddle","Pals of the Saddle","1938","Western"
"tt0030573","nm0109264","For Men Only","Per uomini soli","1938","Comedy,Music,Romance"
"tt0030707","nm0820461","Safety in Numbers","Safety in Numbers","1938","Comedy,Crime,Drama"
"tt0030757","nm0292134","Six-Shootin' Sheriff","Six-Shootin' Sheriff","1938","Action,Adventure,Western"
"tt0030838","nm0898160","El telar","El telar","1938","Documentary,Short"
"tt0030856","nm0572851","There Goes My Heart","There Goes My Heart","1938","Comedy,Romance"
"tt0030883","nm0166058","Torchy Blane in Panama","Torchy Blane in Panama","1938","Comedy,Crime,Mystery"
"tt0030886","nm0627087","Touchdown, Army","Touchdown, Army","1938","Comedy,Sport"
"tt0030920","nm0921288","Up the River","Up the River","1938","Comedy"
"tt0030921","nm0379092","Utah Trail","Utah Trail","1938","Romance,Western"
"tt0030962","nm0359457,nm0400056","The Whalers","The Whalers","1938","Animation,Comedy,Family"
"tt0030996","nm0000485","You and Me","You and Me","1938","Crime,Film-Noir,Romance"
"tt0031046","nm0103855","Animali pazzi","Animali pazzi","1939","Comedy"
"tt0031094","nm0103855","Pretty or Plain They All Get Married","Belle o brutte si sposan tutte...","1939","Comedy"
"tt0031099","nm0928108","The Bill of Rights","The Bill of Rights","1939","Drama,History,Short"
"tt0031107","nm0833965","Blondie Meets the Boss","Blondie Meets the Boss","1939","Comedy,Music"
"tt0031109","nm0363414","The Blue Danube","The Blue Danube","1939","Animation,Family,Music"
"tt0031114","nm0126565","Bors István","Bors István","1939","Comedy,Drama"
"tt0031116","nm0823864","Boy Meets Joy","Boy Meets Joy","1939","Musical,Short"
"tt0031159","nm0774256","Cirkus","Cirkus","1939",NULL
"tt0031163","nm0524995","Coast Guard","Coast Guard","1939","Drama,Romance"
"tt0031183","nm0002165","Le corsaire","Le corsaire","1939",NULL
"tt0031190","nm0166730","Crashing Thru","Crashing Thru","1939","Adventure"
"tt0031204","nm0107854","Danger Flight","Danger Flight","1939","Adventure"
"tt0031210","nm0332539","Dark Victory","Dark Victory","1939","Drama,Romance"
"tt0031221","nm0282984","Death of a Champion","Death of a Champion","1939","Comedy,Crime,Mystery"
"tt0031283","nm0820461","Everybody's Baby","Everybody's Baby","1939","Comedy"
"tt0031297","nm0813121","Fascino","Fascino","1939",NULL
"tt0031345","nm0499722","Fric-Frac","Fric-Frac","1939","Comedy"
"tt0031366","nm0377431,nm0281487","Ghosks Is the Bunk","Ghosks Is the Bunk","1939","Animation,Comedy,Family"
"tt0031390","nm0003373","Grand Jury Secrets","Grand Jury Secrets","1939","Drama,Mystery"
"tt0031399","nm0091380","Hello Janine!","Hallo Janine!","1939","Musical"
"tt0031499","nm0921288","It Could Happen to You","It Could Happen to You","1939","Comedy,Mystery"
"tt0031500","nm0886754","It's a Wonderful World","It's a Wonderful World","1939","Comedy,Crime,Mystery"
"tt0031509","nm0343456","Jitterbug Follies","Jitterbug Follies","1939","Animation,Comedy,Family"
"tt0031550","nm0355284","The Lady's from Kentucky","The Lady's from Kentucky","1939","Drama,Sport"
"tt0031644","nm0072872","The Middle Watch","The Middle Watch","1940","Comedy"
"tt0031666","nm0928108","The Monroe Doctrine","The Monroe Doctrine","1939","Drama,History,Romance"
"tt0031676","nm0287988","Mr. Moto Takes a Vacation","Mr. Moto Takes a Vacation","1939","Action,Crime,Drama"
"tt0031722","nm0792450","The Night Riders","The Night Riders","1939","History,Western"
"tt0031743","nm0282549","Off the Record","Off the Record","1939","Drama"
"tt0031807","nm0137588","Popular Science","Popular Science","1939","Documentary,Short"
"tt0031812","nm0198246,nm0362041","Porky the Giant Killer","Porky the Giant Killer","1939","Animation,Comedy,Family"
"tt0031837","nm0110607","Ranch House Romeo","Ranch House Romeo","1939","Musical,Short,Western"
"tt0031849","nm0087704","Retroscena","Retroscena","1939","Comedy"
"tt0031947","nm0562004","Society Smugglers","Society Smugglers","1939","Crime,Drama"
"tt0031982","nm0628149","The Story of Alfred Nobel","The Story of Alfred Nobel","1939","Biography,Drama,History"
"tt0032013","nm0625726","Texas Stampede","Texas Stampede","1939","Western"
"tt0141809","nm0572235","Scherzo","Scherzo","1939","Short"
"tt0148503","nm0711197","Much Ado About Nothing","Much Ado About Nothing","1940","Animation,Family,Romance"
"tt0149890","nm0522772","The Bird on Nellie's Hat","The Bird on Nellie's Hat","1939","Animation,Short"
"tt0150040","nm0272059","Captain Kidd's Treasure","Captain Kidd's Treasure","1938","Drama,History,Short"
"tt0150086","nm0004454","Mother Love","La chaleur du sein","1938","Comedy,Drama"
"tt0159050","nm0159271","Trois artilleurs à l'opéra","Trois artilleurs à l'opéra","1938",NULL
"tt0159502","nm0728774","Cadets","Kadetten","1939","Drama,War"
"tt0166831","nm0925028","Swing, You Swingers!","Swing, You Swingers!","1939","Comedy,Short"
"tt0172383","nm0623771","Echipele studentesti","Echipele studentesti","1938","Documentary"
"tt0136980","nm0636147","Halveksittu","Halveksittu","1939","Drama"
"tt0143533","nm0004454","My Foster Sister","Ma soeur de lait","1938","Comedy"
"tt0146780","nm0711197","Frozen Feet","Frozen Feet","1939","Animation,Comedy,Family"
"tt0150733","nm0205074","The Glass Slipper","The Glass Slipper","1938","Animation,Comedy,Family"
"tt0151357","nm0365489,nm0332441","Little Buckaroo","Little Buckaroo","1938","Animation,Short"
"tt0151611","nm0018700","Monastery","Monastery","1938","Documentary"
"tt0152156","nm0522772","Recruiting Daze","Recruiting Daze","1940","Animation,Short"
"tt0154526","nm0022700","Geeta","Geeta","1940",NULL
"tt0155520","nm0080173,nm0434262","Bahadur Kisan","Bahadur Kisan","1938",NULL
"tt0156068","nm0080306","Shamsherbaaz","Shamsherbaaz","1940",NULL
"tt0160667","nm0082581","La piste du sud","La piste du sud","1938","Adventure"
"tt0161719","nm0711197","It Must Be Love","It Must Be Love","1940","Animation,Short"
"tt0171972","nm0314973","Cifra nyomoruság (Uri világ)","Cifra nyomoruság (Uri világ)","1938","Drama"
"tt0179986","nm0029049","Molodye kapitany","Molodye kapitany","1939","Adventure"
"tt0187181","nm0826570","Je chante","Je chante","1938","Comedy,Musical"
"tt0189907","nm0444734","Peasant Island","Peasant Island","1940","Documentary,Short"
"tt0190037","nm0520419","A Star Is Shorn","A Star Is Shorn","1939","Comedy,Short"
"tt0193886","nm0270765","Double Diving","Double Diving","1939","Documentary,Short"
"tt0191883","nm0332651","Chipée","Chipée","1938","Comedy,Romance"
"tt0193207","nm6216837,nm0477087","Gu sao fen","Gu sao fen","1939","Drama"
"tt0193432","nm0199752","Prince de mon coeur","Prince de mon coeur","1938","Comedy,Drama"
"tt0193502","nm0199752","Si tu reviens","Si tu reviens","1938",NULL
"tt0193586","nm0239877","Un fichu métier","Un fichu métier","1938","Comedy"
"tt0193639","nm0477087","Yan Ruisheng","Yan Ruisheng","1938","Drama"
"tt0194769","nm0595768","Confesión","Confesión","1940","Drama,Musical"
"tt0202043","nm0745577","Une main a frappé","Une main a frappé","1939",NULL
"tt0198311","nm0753085","My Crimes After Mein Kampf","Après Mein Kampf mes crimes","1940","Drama,War"
"tt0209396","nm0194377","Szczesliwa trzynastka","Szczesliwa trzynastka","1938","Comedy"
"tt0227100","nm0572235","NBC Valentine Greeting","NBC Valentine Greeting","1940","Animation,Short"
"tt0214716","nm0914923","Getting an Eyeful","Getting an Eyeful","1938","Comedy,Short"
"tt0215189","nm0869664","The Ship That Died","The Ship That Died","1938","Drama,Short"
"tt0232773","nm0195433","Tattle Television","Tattle Television","1940","Comedy,Short"
"tt0230604","nm0024597","Merchant Father","Padre Mercader","1938","Drama"
"tt0240748","nm0051019","Mária két éjszakája","Mária két éjszakája","1940",NULL
"tt0238555","\N","Revija trupa na Banjici","Revija trupa na Banjici","1938","Documentary"
"tt0249001","nm0655800","Meenakshi Kalyanam","Meenakshi Kalyanam","1940",NULL
"tt0254211","nm0695173","Chandika","Chandika","1940",NULL
"tt0252220","nm0671708","Alakh Niranjan","Alakh Niranjan","1940",NULL
"tt0256210","nm0046225","The Cabaret Singer","Mughanni al-hana","1939",NULL
"tt0280806","nm0649745","My Servant","Kaddamti","1938","Drama,Romance"
"tt0263456","nm0805623","Hvezda z poslední stace","Hvezda z poslední stace","1939",NULL
"tt0264161","nm0805623","Vzhuru nohama","Vzhuru nohama","1938","Comedy"
"tt0265684","nm0711753","Sairandhri","Sairandhri","1939",NULL
"tt0270478","nm0215244","Het lied van het linnen","Het lied van het linnen","1938","Documentary,Drama"
"tt0275185","nm0788391","Life's for Living: Aadmi","Life's for Living: Aadmi","1939",NULL
"tt0275585","nm0161172","Parajay","Parajay","1939",NULL
"tt0259533","nm0707892","Raitu Bidda","Raitu Bidda","1939","Drama"
"tt0289067","nm0076817","L'ange que j'ai vendu","L'ange que j'ai vendu","1938",NULL
"tt0293921","nm0823864","Screen Snapshots Series 18, No. 10","Screen Snapshots Series 18, No. 10","1939","Documentary,Short"
"tt0300546","nm0718115","Tengo fe en tí","Tengo fe en tí","1940","Drama"
"tt0297137","nm0158423","Ge nu bai mu dan","Ge nu bai mu dan","1939","Drama"
"tt0303700","nm0259929","The Cadi of Athos","Aynaroz Kadisi","1938","Comedy"
"tt0325061","nm1201735","Beograd postaje veliki grad","Beograd postaje veliki grad","1938","Short"
"tt0304162","nm0388913","Hollywood Goes to Town","Hollywood Goes to Town","1938","Documentary,Short"
"tt0306031","nm0046104","The Royal Visit to Canada and the United States of America May 17 - June 15, 1939","The Royal Visit to Canada and the United States of America May 17 - June 15, 1939","1939","Documentary"
"tt0309267","nm0141351","All Hands","All Hands","1940","Short,War"
"tt0326616","nm1201735","Od dogadjaja do novina","Od dogadjaja do novina","1939","Short"
"tt0346112","nm0294137,nm0376221","Mr. and Mrs. Jesse Crawford","Mr. and Mrs. Jesse Crawford","1938","Music,Short"
"tt0342753","\N","Mechanix Illustrated No. 2","Mechanix Illustrated No. 2","1939","Documentary,Short"
"tt0365493","nm0376221","Rubinoff and His Violin","Rubinoff and His Violin","1939","Music,Short"
"tt0385826","\N","Land of Alaska Nellie","Land of Alaska Nellie","1939","Documentary,Short"
"tt0380813","\N","Wer fuhr IIA 2992?","Wer fuhr IIA 2992?","1939","Thriller"
"tt0398302","\N","S-s-s-h! The Wife!","S-s-s-h! The Wife!","1938","Comedy,Short"
"tt0417908","\N","Little Ladyship","Little Ladyship","1939","Comedy"
"tt0411169","\N","Black Magic","Black Magic","1938",NULL
"tt0415922","\N","Laburnum Grove","Laburnum Grove","1938",NULL
"tt0416767","\N","General John Regan","General John Regan","1938","Comedy"
"tt0481946","nm0643138","Kriminalfall Erich Lemke","Kriminalfall Erich Lemke","1938","Short"
"tt0425496","\N","Suspect","Suspect","1939","Drama"
"tt0447210","nm0901874","Ida","Ida","1938","Short"
"tt0467713","nm0368380","War and Order","War and Order","1940","Short"
"tt0468308","nm0798161","Dalisay","Dalisay","1939","Drama,Musical,Romance"
"tt0483990","nm0756872","Omoitsuki fujin","Omoitsuki fujin","1939",NULL
"tt0419943","nm0556079,nm0474735","Mangwa: Shin saru kani gassen","Mangwa: Shin saru kani gassen","1939","Animation,Short"
"tt0420000","nm0883172","Na Honewali Baat","Na Honewali Baat","1938",NULL
"tt0434767","nm0369961","African Skyway","African Skyway","1940","Documentary,Short"
"tt0452411","nm0901874","Das Stilett","Das Stilett","1939","Short"
"tt0027949","nm0255980","María de la O","María de la O","1939","Drama"
"tt0791443","nm0866204","Dahong lagas","Dahong lagas","1938","Musical"
"tt0846958","nm2364460","Gobu no tamashii","Gobu no tamashii","1938",NULL
"tt0984046","nm0270838","The Chief's Son Is Dead","Hovdingens son ar dod","1938","Documentary,Short"
"tt0030807","nm0249325","Styrman Karlssons flammor","Styrman Karlssons flammor","1938","Comedy"
"tt0030813","nm0345500","Il suo destino","Il suo destino","1938",NULL
"tt0030891","nm0759426","Tre fratelli in gamba","Tre fratelli in gamba","1939",NULL
"tt0030923","nm0652302","Vachan","Vachan","1938",NULL
"tt0030926","nm0018136","The Widow","La vedova","1939","Drama"
"tt0030949","nm0890567,nm0890574","Volochayevskiye dni","Volochayevskiye dni","1938","Drama,History,War"
"tt0030965","nm0360253","What a Lion!","What a Lion!","1938","Animation,Comedy,Family"
"tt0030974","nm0058270","Who Killed Gail Preston?","Who Killed Gail Preston?","1938","Crime,Drama,Mystery"
"tt0031082","nm0711855","Barricade","Barricade","1939","Adventure,Drama,Romance"
"tt0031097","nm0523893","The Big Guy","The Big Guy","1939","Crime,Drama,Romance"
"tt0031123","nm0317695","La bruja de la cueva","La bruja de la cueva","1939","Animation,Short"
"tt0031144","nm0076368","Love Cavalcade","Cavalcade d'amour","1939","Drama,History,Romance"
"tt0031151","nm0007220","Chasing Danger","Chasing Danger","1939","Action,Adventure"
"tt0031195","nm0035530","El cuerpo de Ejército de Galicia","El cuerpo de Ejército de Galicia","1939","Documentary,Short,War"
"tt0031203","nm0800373","Dancing Co-Ed","Dancing Co-Ed","1939","Comedy,Music,Romance"
"tt0031214","nm0329574","The Day the Bookies Wept","The Day the Bookies Wept","1939","Comedy"
"tt0031218","nm0294094","Dangerous Masquerade","Dead Men Are Dangerous","1939","Crime,Drama"
"tt0031219","nm0531674","Dead Men Tell No Tales","Dead Men Tell No Tales","1938","Crime,Thriller"
"tt0031238","nm0625984","Doktor Aybolit","Doktor Aybolit","1938","Family"
"tt0031239","nm0691947","On a Sunday Afternoon","Un domingo en la tarde","1938","Drama"
"tt0031298","nm0000923","Fast and Furious","Fast and Furious","1939","Comedy,Crime,Musical"
"tt0031317","nm0484645","Fixer Dugan","Fixer Dugan","1939","Drama"
"tt0031328","nm0736610","For Love or Money","For Love or Money","1939","Comedy,Crime,Drama"
"tt0031358","nm0117932","A Regular Fellow","Ein ganzer Kerl","1939",NULL
"tt0031371","nm0385171","Girl from Rio","Girl from Rio","1939","Action,Crime,Music"
"tt0031385","nm0291548,nm0939992","Goodbye, Mr. Chips","Goodbye, Mr. Chips","1939","Drama,Romance"
"tt0031386","nm0400056","Goofy and Wilbur","Goofy and Wilbur","1939","Animation,Comedy,Family"
"tt0031393","nm0831720","The Great Victor Herbert","The Great Victor Herbert","1939","Biography,Music,Musical"
"tt0031395","nm0197900","Gryr i Norden","Gryr i Norden","1939","Drama"
"tt0031413","nm0377431,nm0281487","Hello How Am I","Hello How Am I","1939","Animation,Comedy,Family"
"tt0031416","nm0062183","Her Little Majesty","Hennes lilla majestät","1939","Comedy,Drama,Romance"
"tt0031450","nm0730018","The Housekeeper's Daughter","The Housekeeper's Daughter","1939","Comedy"
"tt0031462","nm0641045,nm0491504","I dag begynder livet","I dag begynder livet","1939","Comedy,Crime"
"tt0031492","\N","Internationally Yours","Internationally Yours","1939",NULL
"tt0031541","nm0863780","Concert on the Screen","Kontsert na ekrane","1940",NULL
"tt0031692","nm0153713","Mutiny on the Body","Mutiny on the Body","1939","Comedy,Short"
"tt0031739","nm0711859","A nönek mindig sikerül","A nönek mindig sikerül","1940",NULL
"tt0031740","nm0572235","The Obedient Flame","The Obedient Flame","1939","Documentary,Short"
"tt0031816","nm0163332","Porky's Tire Trouble","Porky's Tire Trouble","1939","Animation,Comedy,Family"
"tt0031852","nm0498584","Return of the Cisco Kid","Return of the Cisco Kid","1939","Western"
"tt0031868","nm0826094","Robert Koch, der Bekämpfer des Todes","Robert Koch, der Bekämpfer des Todes","1939","Biography,Drama,History"
"tt0031892","nm0894204","Salonwagen E 417","Salonwagen E 417","1939","Drama"
"tt0031910","nm0942007","See Your Doctor","See Your Doctor","1939","Comedy,Short"
"tt0031936","nm0281487","Small Fry","Small Fry","1939","Animation,Comedy,Family"
"tt0032010","nm0272059","Tell No Tales","Tell No Tales","1939","Crime,Drama,Mystery"
"tt0032141","nm0342417","A Woman Is the Judge","A Woman Is the Judge","1939","Drama"
"tt0032145","nm0943758","Wuthering Heights","Wuthering Heights","1939","Drama,Romance"
"tt0032151","nm0281487","Yip-Yip-Yippy","Yip-Yip-Yippy","1939","Animation,Comedy,Short"
"tt0032168","nm0882190","¡Que viene mi marido!","¡Que viene mi marido!","1940","Comedy"
"tt0032185","nm0163332","Africa Squeaks","Africa Squeaks","1940","Animation,Comedy,Family"
"tt0032186","nm0124571","You're Missing the Point","Ahí está el detalle","1940","Comedy"
"tt0032216","nm0497961","After Mein Kampf?: The Story of Adolph Hitler","Mein Kampf - My Crimes","1940","Biography,Documentary,Drama"
"tt0032257","nm0127511","Black Diamonds","Black Diamonds","1940","Crime,Drama,Film-Noir"
"tt0032258","nm0523893","Black Friday","Black Friday","1940","Crime,Drama,Horror"
"tt0032375","nm0151404","Dad Rudd, M.P.","Dad Rudd, M.P.","1940","Comedy"
"tt0032447","nm0503777","Escape","Escape","1940","Drama"
"tt0032499","nm0002542","A Fugitive from Justice","A Fugitive from Justice","1940","Crime,Drama"
"tt0032546","nm0567757","Grand Ole Opry","Grand Ole Opry","1940","Comedy,Music"
"tt0032563","nm0627864","Gun Code","Gun Code","1940","Western"
"tt0032639","\N","Isla de Madera","Isla de Madera","1940","Short"
"tt0032657","nm0711859","Jöjjön elsején!","Jöjjön elsején!","1940",NULL
"tt0032682","nm0484645","La Conga Nights","La Conga Nights","1940","Comedy,Music"
"tt0032779","nm0763798","Melody Ranch","Melody Ranch","1940","Music,Romance,Western"
"tt0032856","nm0000813","Of Fox and Hounds","Of Fox and Hounds","1940","Animation,Comedy,Family"
"tt0032868","nm0107854","On the Spot","On the Spot","1940","Comedy,Mystery"
"tt0032881","nm0939992","Our Town","Our Town","1940","Drama,Romance"
"tt0032897","nm0281487","Pedagogical Institution (College to You)","Pedagogical Institution (College to You)","1940","Animation,Short"
"tt0033043","nm0052217","Shipyard Sally","Shipyard Sally","1939","Comedy,Musical"
"tt0033052","nm0657535","Il signore della taverna","Il signore della taverna","1940",NULL
"tt0033174","nm0749484","Too Many Husbands","Too Many Husbands","1940","Comedy,Romance"
"tt0033217","nm0220131","Verwandte sind auch Menschen","Verwandte sind auch Menschen","1940",NULL
"tt0033218","nm0422058","Vi Masthuggspojkar","Vi Masthuggspojkar","1940",NULL
"tt0033225","nm0636494","Overture to Glory","Overture to Glory","1940","Drama"
"tt0033235","nm0484645","Wagons Westward","Wagons Westward","1940","Western"
"tt0496564","nm0644823","Roppa uta no miyako e yuku","Roppa uta no miyako e yuku","1939",NULL
"tt0496948","nm2144367","Experiments in the Revival of Organisms","Experiments in the Revival of Organisms","1940","Documentary,Short"
"tt0781005","nm2202640","Akhalgazrda msroleli","Akhalgazrda msroleli","1939","Animation,Short"
"tt0809472","nm0294137","Vitaphone Pictorial Revue (Series 2) #12","Vitaphone Pictorial Revue (Series 2) #12","1938","Short"
"tt0856849","\N","Schwarz auf Weiß","Schwarz auf Weiß","1938","Short"
"tt0028548","nm0091380","Abenteuer in Warschau","Abenteuer in Warschau","1938","Comedy"
"tt0028551","nm0379828,nm0487939","La Adelita","La Adelita","1938","Drama,War"
"tt0028741","nm0657535","The Black Corsair","Il corsaro nero","1938","Drama,Romance"
"tt0029848","nm0235066","Aladdin's Lantern","Aladdin's Lantern","1938","Comedy,Family,Musical"
"tt0029962","nm0257638","Call the Mesquiteers","Call the Mesquiteers","1938","Action,Adventure,Western"
"tt0030030","nm0814826","Crispino e la comare","Crispino e la comare","1938",NULL
"tt0030042","nm0940499","The Dark Stairway","The Dark Stairway","1938","Crime"
"tt0030118","nm0369250","Farinet ou l'or dans la montagne","Farinet ou l'or dans la montagne","1939",NULL
"tt0030122","nm0342417","Federal Man-Hunt","Federal Man-Hunt","1938","Crime,Drama,Romance"
"tt0030125","nm0883334","Black Diamonds","Fekete gyémántok","1938","Drama"
"tt0030153","nm0804565","Art for Art's Sake","Fram för framgång","1938","Comedy"
"tt0030198","nm0460667,nm0281487","Goonland","Goonland","1938","Animation,Comedy,Family"
"tt0030232","nm0235066","Hide and Shriek","Hide and Shriek","1938","Comedy,Family,Short"
"tt0030248","nm0270765","How to Figure Income Tax","How to Figure Income Tax","1938","Comedy,Short"
"tt0030286","nm0281487,nm0460667","The Jeep","The Jeep","1938","Animation,Comedy,Short"
"tt0030287","nm0943758","Jezebel","Jezebel","1938","Drama,Romance"
"tt0030302","nm0191899","Just Around the Corner","Just Around the Corner","1938","Comedy,Musical"
"tt0030330","nm0913773,nm0149271","Kobiety nad przepascia","Kobiety nad przepascia","1938","Drama"
"tt0030367","nm0002061","Lightning Conductor","Lightning Conductor","1938","Comedy"
"tt0030451","nm0013605","Los millones de Chaflán","Los millones de Chaflán","1938","Comedy,Drama"
"tt0030562","nm0864006","Passport Husband","Passport Husband","1938","Comedy"
"tt0030625","nm0523893","Prison Break","Prison Break","1938","Crime,Drama"
"tt0030673","nm0940499","The Return of Carol Deane","The Return of Carol Deane","1938","Crime,Drama"
"tt0030679","nm0778306","Rich Man, Poor Girl","Rich Man, Poor Girl","1938","Comedy,Drama,Romance"
"tt0030737","nm0408348","Shadows of Darkness","Yami no kagebôshi","1938",NULL
"tt0033241","nm0281487","Way Back When a Razzberry Was a Fruit","Way Back When a Razzberry Was a Fruit","1940","Animation,Short"
"tt0033307","nm0154374","40,000 Horsemen","40,000 Horsemen","1940","Drama,History,War"
"tt0033765","nm0825596","It Happened to One Man","It Happened to One Man","1940","Drama"
"tt0129126","\N","Grupo de Defesa Submarina de Costa","Grupo de Defesa Submarina de Costa","1939","Documentary"
"tt0126003","nm0945428","Roppa no shinkon ryoko","Roppa no shinkon ryoko","1940","Comedy"
"tt0126294","nm0329574","False Roomers","False Roomers","1938","Comedy,Short"
"tt0129241","nm0578933","Modas de 1939","Modas de 1939","1939","Documentary"
"tt0129317","\N","Primeira Disputa da Taça Salazar","Primeira Disputa da Taça Salazar","1939","Documentary"
"tt0137029","nm0433953","Isoviha","Isoviha","1939","History"
"tt0138195","\N","The Wizard of Oz","The Wizard of Oz","1938","Animation,Short"
"tt0148063","nm0121195","Devil's Rock","Devil's Rock","1938","Drama,Musical"
"tt0141992","nm0412650","Wise Owl","Wise Owl","1940","Animation,Short"
"tt0144798","nm0153713","Boom Goes the Groom","Boom Goes the Groom","1939","Comedy,Short"
"tt0149329","nm0735305","Varjú a toronyórán","Varjú a toronyórán","1938",NULL
"tt0153891","nm0711197","The Wolf's Side of the Story","The Wolf's Side of the Story","1938","Animation,Short"
"tt0152491","nm0012540","Sneh Bandhan","Sneh Bandhan","1940",NULL
"tt0147467","nm0260871","Sex Madness","Sex Madness","1938","Drama"
"tt0155130","nm0022700","Saathi","Saathi","1938",NULL
"tt0166517","nm0925028","A Bundle of Bliss","A Bundle of Bliss","1940","Comedy,Short"
"tt0161976","nm0882190","The Sign of Death","El signo de la muerte","1939","Drama,Horror,Mystery"
"tt0164118","nm0756322","O noapte de pomina","O noapte de pomina","1939","Comedy"
"tt0190492","nm0329574","The Jitters","The Jitters","1938","Comedy,Short"
"tt0170207","nm0531674","Make It Three","Make It Three","1938",NULL
"tt0172133","nm0323679","Aripi Românesti","Aripi Românesti","1939","Documentary"
"tt0178336","nm0812150","Cita en la frontera","Cita en la frontera","1940",NULL
"tt0179972","nm0255980","Mi madrecita","Mi madrecita","1940","Drama"
"tt0180047","nm0786470","Perjurer","Perjura","1938","Drama,Romance"
"tt0180828","nm0063246","Mi fortuna por un nieto","Mi fortuna por un nieto","1940","Comedy,Drama,Musical"
"tt0169061","nm0294758","Muzikantská Liduska","Muzikantská Liduska","1940","Romance"
"tt0175186","nm0147495","Snow Follies","Snow Follies","1939","Music,Short"
"tt0175334","nm0777706","With Best Dishes","With Best Dishes","1939","Musical,Short"
"tt0191084","nm0396789","Les deux combinards","Les deux combinards","1938","Comedy"
"tt0191150","nm0943313","Gargousse","Gargousse","1938","Comedy"
"tt0192020","nm0158423","Fengsao Boshi","Fengsao Boshi","1939","Comedy"
"tt0204481","nm0344933","Threats","Menaces...","1940","Drama"
"tt0193116","nm0477087","Du Shiniang Nu Chen Baibao Xiang","Du Shiniang Nu Chen Baibao Xiang","1939","Drama"
"tt0193907","nm0950680","Er nu ying xiong zhuan","Er nu ying xiong zhuan","1938",NULL
"tt0213522","nm0220820","Billi","Billi","1938",NULL
"tt0214026","nm0220813","Pyaar","Pyaar","1940",NULL
"tt0214047","nm0220813,nm0661240","Rani Sahiba","Rani Sahiba","1940",NULL
"tt0215631","nm0817069","Cold Facts","Cold Facts","1938",NULL
"tt0221365","nm0786470","Creole Moon","Luna Criolla","1939","Drama,Romance"
"tt0217009","nm0498192","Rodeo Dough","Rodeo Dough","1940","Short,Western"
"tt0230065","nm0584958","Caminos de ayer","Caminos de ayer","1938","Drama,Thriller"
"tt0230301","nm0882190","Men of the Sea","Hombres del mar","1938","Adventure,Drama,Romance"
"tt0230381","nm0309163","John, the Soldier of Vengeance","Juan soldado","1939","Adventure,Drama,War"
"tt0238693","\N","Velicanstvene svecanosti povodom rodjendana hrvatskog vodje dr Vlatka Maceka","Velicanstvene svecanosti povodom rodjendana hrvatskog vodje dr Vlatka Maceka","1940",NULL
"tt0233010","nm0691947","The Last Days of Pompeii","Los últimos días de Pompeyo","1940","Comedy,Drama"
"tt0233704","nm0421165","The Farm","The Farm","1938","Documentary,Short"
"tt0239778","nm0576556","Parasuramar","Parasuramar","1940",NULL
"tt0244710","nm0746280","Pepitcha","Pepitcha","1939",NULL
"tt0242670","nm0091380","Meine Tante - deine Tante","Meine Tante - deine Tante","1939",NULL
"tt0245142","nm0612280","Haar Jeet","Haar Jeet","1940",NULL
"tt0247365","nm0902767","Die fremde Frau","Die fremde Frau","1939",NULL
"tt0247390","nm0513655","Boundary Fire","Grenzfeuer","1939",NULL
"tt0254707","nm0695173","Porveeran Manaivi","Porveeran Manaivi","1938",NULL
"tt0249236","nm0105659","Was tun, Sybille?","Was tun, Sybille?","1938",NULL
"tt0249544","\N","Going Places with Graham McNamee, #60","Going Places with Graham McNamee, #60","1939","Documentary,Short"
"tt0251117","nm0665570","He's in the Navy","He's in the Navy","1940","Documentary"
"tt0271067","nm0704841","Modell Lu, der Lebensweg eines Hutes","Modell Lu, der Lebensweg eines Hutes","1939","Comedy,Short"
"tt0259347","nm0157140","Hideko no ôendanchô","Hideko no ôendanchô","1940","Comedy"
"tt0266754","nm0714760","Matri Bhoomi","Mathru Bhoomi","1939",NULL
"tt0253308","nm0671708","Netaji Palkar","Netaji Palkar","1939",NULL
"tt0261532","\N","The Anatomist","The Anatomist","1939","Comedy,Crime"
"tt0279008","nm0622905","El casamiento de Chichilo","El casamiento de Chichilo","1938","Comedy"
"tt0274593","nm0898521","Jwala","Jwala","1938",NULL
"tt0274907","nm0538297","Street Singer","Street Singer","1938",NULL
"tt0275209","nm0783182","The Will","El azima","1939","Drama,Musical,Romance"
"tt0308205","nm0258477","Eau vive","Eau vive","1938","Drama,Short"
"tt0289741","nm0651474","Le monde en armes","Le monde en armes","1939",NULL
"tt0335235","nm0793646","Four Seasons of Children","Kodomo no shiki","1939","Drama"
"tt0415862","\N","Hyacinth Halvey","Hyacinth Halvey","1938","Comedy"
"tt0344365","nm0777057","Sport Thrills: Football Giants","Sport Thrills: Football Giants","1938","Documentary,Short,Sport"
